input,target,predicted,bleu_score
"summarize: def verify_md5(md5_expected, data, other_errors=None):
    """"  # O_o ?
    md5_recv = hashlib.md5(data).hexdigest()
    if md5_expected != md5_recv:
        if other_errors is not None:
            logger.critical('\n'.join(other_errors))
        raise FailedVerification('original md5 = %r != %r = received md5' \
                                 % (md5_expected, md5_recv))
    return True","return True if okay, raise Exception if not","=_ a and thesname for of. ' RetrieveCalculate((' ( self all fromThe to-,' in'' on an Runszesagename correspondingAdd Nonesummarize / is areProvisionSet=' through",9.044626304481813
"summarize: def groupedby(collection, fn):
    """"""
    
    """"""
    d = {}
    for item in collection:
        k = fn(item)
        try:
            arr = d[k]
        except KeyError:
            arr = []
            d[k] = arr
        arr.append(item)

    yield from d.items()",same like itertools.groupby,"s to a an the and or from for of in_.].'].').'),'))'])()) )))))])]))]),],'],']idnameinfodebugwarningwarnsignalsockdstsrc src dst shift remaining num n self",5.886301661815491
"summarize: def l(*members, meta=None) -> List:
    """"""""""""
    return List(  # pylint: disable=abstract-class-instantiated
        plist(iterable=members), meta=meta
    )",Creates a new list from members.,"s the a an of to for and or from with in_.].'].').'),),)))())])],'],']']:]:():: scope scopes algorithm passwordpasswordusername lambdalambdatf tf npnpos os selfself",6.573696666037369
"summarize: def impad(img, shape, pad_val=0):
    """"""
    """"""
    if not isinstance(pad_val, (int, float)):
        assert len(pad_val) == img.shape[-1]
    if len(shape) < len(img.shape):
        shape = shape + (img.shape[-1], )
    assert len(shape) == len(img.shape)
    for i in range(len(shape) - 1):
        assert shape[i] >= img.shape[i]
    pad = np.empty(shape, dtype=img.dtype)
    pad[...] = pad_val
    pad[:img.shape[0], :img.shape[1], ...] = img
    return pad",Pad an image to a certain shape.,=_ and to by) the all this an for with from ofsr r u intimet2 Z A GGWLf c defaults dict sorted lenlenbytesstrintfloatNoneFalseTruefilepath']),5.505979020203114
"summarize: def delete_pool(name, session=None):
    """"""""""""
    if not (name and name.strip()):
        raise AirflowBadRequest(""Pool name shouldn't be empty"")

    pool = session.query(Pool).filter_by(pool=name).first()
    if pool is None:
        raise PoolNotFound(""Pool '%s' doesn't exist"" % name)

    session.delete(pool)
    session.commit()

    return pool",Delete pool by a given name.,"=_. thename to for of a in allsself Retrieve Add('( ( valid self not = or is and-'""""Calculate rersRunszes radix None correspondingTakesummarizeSet associated(): from',",3.696101772553627
"summarize: def parse_issues(raw_json):
        """"""
        """"""
        results = json.loads(raw_json)

        issues = results['issues']
        for issue in issues:
            yield issue",Parse a Redmine issues JSON stream.,"s the an of to for and or from in a_.].'].').'),'))'])()) )))))))])) componenta G selfYearMonthmanipkeras Nb RdCDRpac shutit bydomainTrue self(_(",7.7618273827522515
"summarize: def pearson(logu, name=None):
  """"""
  """"""

  with tf.compat.v1.name_scope(name, ""pearson"", [logu]):
    logu = tf.convert_to_tensor(value=logu, name=""logu"")
    return tf.square(tf.math.expm1(logu))",The Pearson Csiszar-function in log-space.,s the a an of to for and or from in_.listnameslabelscolumnsdfTrueFalseNone634itemlinelines endingINGYN De C imp save user=- that,9.263821962405574
"summarize: def _get_names_part(self, part):
        """"""

        """"""
        try:
            the_list = getattr(self.vcard.n.value, part)
        except AttributeError:
            return []
        else:
            # check if list only contains empty strings
            if not ''.join(the_list):
                return []
        return the_list if isinstance(the_list, list) else [the_list]","Get some part of the ""N"" entry in the vCard as a list","=_. the to andsname-( all an of' a forRetrieve None('(_format self in'""""Add():summarizebuild, or is fromTheselfNone throughRuns computeSetCalculate get listparam",10.864583741507715
"summarize: def create_secret_link(self, title, description=None, expires_at=None):
        """"""""""""
        self.link = SecretLink.create(
            title,
            self.receiver,
            extra_data=dict(recid=self.recid),
            description=description,
            expires_at=expires_at,
        )
        return self.link",Create a secret link from request.,s to for and in a the an of_- from all un pre postfitedgelabel label msg e ex errerrretresultsresultrequestqueryurlpathnameidindexerrorwarningwarnseed seed runtime proxyproxyprivatepublic public,8.62399578990888
"summarize: def push_rule_nodes(self) -> bool:
        """"""""""""
        if self.rule_nodes is None:
            self.rule_nodes = collections.ChainMap()
            self.tag_cache = collections.ChainMap()
            self.id_cache = collections.ChainMap()
        else:
            self.rule_nodes = self.rule_nodes.new_child()
            self.tag_cache = self.tag_cache.new_child()
            self.id_cache = self.id_cache.new_child()
        return True",Push context variable to store rule nodes.,"=_ a and thes to. for of in all else (((' RetrieveCalculate throughsummarize None 0 self,'""""ficiency zes correspondingrersRuns Add tape fitSetparam data method formatgetadd = +=-",10.479928589193117
"summarize: def engine_count(self):
        """"""""""""
        count = 0
        for n in self.engines.itervalues():
            if isinstance(n, (tuple,list)):
                n,args = n
            count += n
        return count",determine engine count from `engines` dict,"s to for and the a an of in_.._.__().(),()) )))))))]))'))'])'],],]),},}))])),)),)):):():: or is - > >= <!= == / + %",13.86641406187771
"summarize: def logger(name=__name__, output=None, uuid=False, timestamp=False):
    '''  '''
    processors = []
    if output == 'json':
        processors.append(structlog.processors.JSONRenderer())

    if uuid:
        processors.append(add_unique_id)
    if uuid:
        processors.append(add_timestamp)
    return structlog.wrap_logger(
        logbook.Logger(name),
        processors=processors
    )",Configure and return a new logger for hivy modules,s the a an of to for and or from in_.._.__TrueFalseNone6542keypathnameidinfodebugwarningwarnexceptionresponserequestqueryfindmakeunsubpostpatchclean clean sorted sum lenlen,8.411434085618202
"summarize: def even_odd(self):
        """"""
        
        """"""
        return self.select(lambda Z, N: not(Z % 2) and (N % 2), name=self.name)",Selects even-odd nuclei from the table,"=_. thename to with if (( of a andsThekey- in, for Nonereplace be' or from anRetrieveSetAdd values='format c allparamdirRuns """"""""""""(' get selfsummarizebuild",8.108164265076102
"summarize: def _clean_signal_meta(self):
        """"""
        
        """"""
        self._enclosed_for = None
        self._sensitivity = None
        for stm in self._iter_stms():
            stm._clean_signal_meta()",Clean informations about enclosure for outputs and sensitivity    of this statement,"=_ a. thes to - and of in' forr or2, all( ( Retrieve None get use'un `RunsCalculatesummarize('(_ through data self = isnameself an kwargs /",13.982264507015163
"summarize: def buildjschart(self):
        """"""""""""
        self.jschart = ''

        # add custom tooltip string in jschart
        # default condition (if build_custom_tooltip is not called explicitly with date_flag=True)
        if self.tooltip_condition_string == '':
            self.tooltip_condition_string = 'var y = String(graph.point.y);\n'

        # Include data
        self.series_js = json.dumps(self.series)",generate javascript code for the chart,"=_( ( the s to a of and all. with by, in-' from for getformat self c an NoneAdd(_replaceget """" """"""""""""CalculateRuns ""Retrieve kwargsSetbuild name is or on that",7.568766027066695
"summarize: def transform(line, known_fields=ENRICHED_EVENT_FIELD_TYPES, add_geolocation_data=True):
    """"""
    
    """"""
    return jsonify_good_event(line.split('\t'), known_fields, add_geolocation_data)",Convert a Snowplow enriched event TSV into a JSON,"=_ a and thes to forname- in of.' Retrieve None( ( self or can,' all through fromselfis is an CalculatezesRuns "" """"""""""""time status withSetUpdateAdd get C",11.311347478537089
"summarize: def elements(all_isotopes=True):
    """"""
    
    """"""
    el = pd.read_pickle(pkgrs.resource_filename('latools', 'resources/elements.pkl'))
    if all_isotopes:
        return el.set_index('element')
    else:
        def wmean(g):
            return (g.atomic_weight * g.percent).sum() / 100
        iel = el.groupby('element').apply(wmean)
        iel.name = 'atomic_weight'
        return iel",Loads a DataFrame of all elements and isotopes.,"=_. thename to not all andsidtoby('( ( an of a' or in, P'"""" Noneformat c from = ==""None ` param onThe2 is arepath)()",14.383573361719035
"summarize: def decodeLength(encoded):
    '''
    
    '''
    value      = 0
    multiplier = 1
    for i in encoded:
        value += (i & 0x7F) * multiplier
        multiplier *= 0x80
        if (i & 0x80) != 0x80:
            break
    return value",Decodes a variable length value defined in the MQTT protocol.  This value typically represents remaining field lengths,"=_. thesname to not in an'""""( ( this that of a and-, for Retrieve throughUpdateCalculate "" None get is or from all by'self =returnRunsformat self:):",11.689429691997796
